ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender
krd_000638_grammar,,Igihe mutangura igikorane nzoba naje,"Quand tu commenceras la réunion, je serai venu","When you start the meeting, I will have come",grammar,,,,,,
krd_000639_grammar,,Igihe mwaje i wacu twakora mu murima,"Quand tu es venu chez nous, nous travaillions dans le jardin",When you came to our place we were working in the garden,grammar,,,,,,
krd_000640_grammar,,"Igihe mwasohotse mw'ishuri, mwari bangahe?","Quand vous avez terminé vos études, combien étiez-vous ?","When you graduated from school, how many were you?",grammar,,,,,,
krd_000641_proverbs,,Igihere giheza umugabo mū nzu.,Même un petit problème peut pousser un homme à chercher la solitude pour éviter les questions.,Even a tiny problem can make a man seek solitude to avoid inquiries.,proverbs,,,,,,
krd_000642_jokes,clips/sound_humour/h48.mp3,Igihimbi bagiciye umurizo kiti ni ukuri ikitambabaje ni ico!,"""En vérité, je m'en fiche."", comme disait le serval dont la queue avait été coupée !","""In truth, I don't care."", as said the serval whose tail had been cut off!",jokes,,,,,,
krd_000643_jokes,clips/sound_humour/h30.mp3,"Igihimbi bagikubitiye mu bigori kiraheza kiraboroga kiti jewe Sagihimbi umwaka utaha ukuntu, sinari bwakubitirwe mu bigori!",""" Moi, maître Serval, c'est mon festin ; jamais auparavant je n'avais été frappé au milieu d'un champ de maïs "", gémit le serval après avoir reçu un dégel au milieu du maïs !","""I, Master Serval, this is my feast; never before had I been hit in the middle of a cornfield,"" groaned the serval after receiving a thaw among the corn!",jokes,,,,,,
krd_000644_proverbs,,Igihugu batansaba urupapuro kugira ndekurirwe kuhaba,Le pays ou on me demande pas un document pour pouvoir rester,The country where I am not asked for a document to be able to stay,proverbs,,,,,,
krd_000645_proverbs,,Igihugu gitegerezwa kwitaho umuryango.,La nation doit prendre soin de la famille.,The nation must take care of the family.,proverbs,,,,,,
krd_000646_action-verbs,,Igikanyisha kiragaragara.,Le frigo est vide.,The fridge is empty.,action-verbs,,,,,,
krd_000647_jokes,clips/sound_humour/h11.mp3,Igikembekembe gifashe rwungere mu nyo kiti i Nyamiyaga haratashwe!,"""Le pays des vents est bien fréquenté"", comme disait l'herbe acérée en blessant un oiseau berger dans le derrière !","""The land of the winds is well frequented"", as the sharp grass said by injuring a shepherd bird in the behind!",jokes,,,,,,
krd_000648_jokes,clips/sound_humour/h31.mp3,Igikere bakijuguniye inyuma y'urugo kiti injugujugu iy'iba itavuna umugongo yunguruza!,"""Si cette trajectoire ne risque pas de me casser le dos, c'est certainement un moyen rapide de se déplacer"", comme le disait le crapaud qui avait été projeté derrière le corral !","""If this trajectory did not risk breaking my back, it is certainly a fast way to get around"", as the toad that had been thrown behind the corral said!",jokes,,,,,,
krd_000649_jokes,clips/sound_humour/h32.mp3,Igikere bakirengeje urugo kiti ugusimba iyo kutaba kwaca umugongo kwaca intaho!,"""Si cette façon de sauter ne risquait pas de me casser les reins, ce serait une excellente façon de rentrer à la maison."" comme disait le crapaud qui avait été jeté sur le corral !","""If this way of jumping did not risk breaking my kidneys, that would be a great way to get home."" as the toad that had been thrown over the corral said!",jokes,,,,,,
krd_000650_jokes,clips/sound_humour/h28.mp3,"Igikere cambaye uruyonga kiti nzira ico mparaye, nzohava mvunika!","""Je risque de me casser un membre car la nouveauté ne me convient pas"", dit la grenouille après avoir enfilé sa jupe !","""I'm likely to break a limb for novelty does not suit me"", said the frog after putting on her skirt!",jokes,,,,,,
krd_000651_jokes,clips/sound_humour/h7.mp3,Igikobekobe cavuye hejuru cikubita hasi kiti nkambura umwana wanje nkaba ngisubira hejuru!,"""Malheur à moi si jamais je retourne là-haut"", comme disait la Feuille de ficus tombant du haut de l'arbre sur le sol !","""Woe to me if I ever go back up there"", as the ficus Leaf said falling from the top of the tree onto the ground!",jokes,,,,,,
krd_000652_grammar,,Igikomere giteba ikiza,un ulcère qui tarde à guérir,an ulcer that is slow to heal,grammar,,,,,,
krd_000653_proverbs,,Igikéburwa nticûmve ní imbwá kw'īgúfa.,Un chien qui mange un os n'entend aucun appel.,"While eating a bone, a dog hears no call.",proverbs,,,,,,
krd_000654_general,,Igipapuro civyo gusuma kiri kumeza.,La liste de courses est sur la table.,The shopping list is on the table.,general,,,,,,
krd_000655_proverbs,,Igisânīrá gica umwāno ishíga ryîkoreye.,Un parent peut parfois se comporter de manière désagréable.,A relative can occasionally behave in ways that are disagreeable.,proverbs,,,,,,
krd_000656_proverbs,,Igisúma ní igifáshwe.,Le vrai voleur est démasqué lorsqu'il est pris la main dans le sac.,The true thief is exposed when caught red-handed.,proverbs,,,,,,
krd_000657_grammar,,Igitabu kiri ku meza,Le livre est sur la table.,The book is on the table.,grammar,,,,,,
krd_000658_proverbs,clips/sound_proverb/prov003.mp3,Igiti umuntu aturira ntakirangamiza.,On n'est pas censé avoir des pensées lubriques pour ce à quoi on n'a pas droit.,One is not supposed to have lustful thoughts for what one has no right to.,proverbs,,,,,,
krd_000659_proverbs,,Igitíka mu mapfá cīyita Bāndyabângaya.,"Pendant la famine, les gens consomment des choses qu'ils n'apprécient même pas.","During famine, people consume things they don't even enjoy.",proverbs,,,,,,
krd_000660_proverbs,,Igitó gita uwagíkōye ntígitá uwakívyāye.,"Une femme insensée peut quitter son homme, mais jamais ses parents.","A foolish woman might part ways with her man, but never with her parents.",proverbs,,,,,,
krd_000661_jokes,,Igitúma s’íkìíndi nūkó dushāká kó abâna bâcu bazôsânga zârahéze.,la raison est simple : nous voulons que nos enfants naissent dans un monde où il n'y a plus d'alcool.,the reason is simple: we want our kids to be born into a world where there's no more alcohol.,jokes,,,,,,
krd_000662_action-verbs,,Igurwa angahe ?,Combien ça coûte?,How much does it cost?,action-verbs,,,,,,
krd_000663_proverbs,,Igípfa câbúriwe ní impōngo.,Un idiot peut tomber dans un piège malgré l'avertissement.,A fool can stumble into a trap despite the warning.,proverbs,,,,,,
krd_000664_proverbs,,Igíti căgukoze mu jîsho cāma gíhiritse.,"Après une erreur, restez vigilant, répéter les mêmes causes conduit aux mêmes conséquences.","After stumbling from a mistake, stay vigilant, repeating the same causes leads to the same outcomes.",proverbs,,,,,,
krd_000665_proverbs,,Igíti cīkwîje amáhwa gitēra inkēnde amakēnga.,Un arbre plein d'épines rend les singes méfiants.,A tree full of thorns leaves monkeys suspicious.,proverbs,,,,,,
krd_000666_proverbs,,Igíti cīswé ingoma ntikibāzwá.,"Un tambour reste toujours un tambour, il ne peut pas être transformé en autre chose.","A drum always remains a drum, it cannot be transformed into something else.",proverbs,,,,,,
krd_000667_proverbs,,Igíti cīswé umwâna ntígicānwá.,"Pendant les conflits, assurez-vous que le bien-être des enfants est protégé.","During conflicts, ensure the well-being of children is safeguarded.",proverbs,,,,,,
krd_000668_proverbs,,Igíti cūmyé cēgamira kibísi.,"À l'ombre de la jeunesse, la vieillesse trouve le repos.","In the shade of youth, old age finds rest.",proverbs,,,,,,
krd_000669_proverbs,clips/sound_proverb/prov005.mp3,Igíti kigorōrwa kíkiri gitó.,Un arbre se redresse alors qu’il est encore jeune.,A tree is straightened while it is still young.,proverbs,,,,,,
krd_000670_proverbs,,Igíti kigwa iyό gihēngámiye.,"Comme l'arbre penche, ainsi il tombera.","As the tree leans, so shall it fall.",proverbs,,,,,,
krd_000671_proverbs,,Igíti kimwé ntíkibá ishāmba.,Un seul arbre ne peut créer une forêt.,A single tree cannot create a forest.,proverbs,,,,,,
krd_000672_proverbs,,Igíti kirakúrira mu babāji.,"Tout comme un charpentier compétent peut transformer un simple morceau de bois en chef-d'œuvre, les conseils des experts peuvent nous aider à dépasser notre potentiel initial.","Just like a skilled carpenter can turn an ordinary piece of wood into a masterpiece, the guidance of experts can help us excel beyond our initial potential.",proverbs,,,,,,
krd_000673_proverbs,clips/sound_proverb/prov025.mp3,Ijambo rigukunze riguma mu nda.,Il ne faut pas prononcer de gros mots.,Bad words should not be spoken.,proverbs,,,,,,
krd_000674_proverbs,,Ijana ntíryānká mu rĭndi.,On ne peut jamais avoir trop d'une bonne chose.,You can't have too much of a good thing.,proverbs,,,,,,
krd_000675_proverbs,,Ijoro ritanga impanuro.,La nuit porte conseil.,The night brings advice.,proverbs,,,,,,
krd_000676_general,,Ijoro ryiza.,Bonne nuit.,Good night.,general,,,,,,
krd_000677_general,,Ijwi ry'Imikuba y'amazi riraruhura.,Le son des vagues est apaisant.,The sound of the waves is calming.,general,,,,,,
krd_000678_general,,Ijwi ry'imikuba riraruhura,Le son des vagues est apaisant.,The sound of the waves is calming.,general,,,,,,
krd_000679_proverbs,,Ijîsho Nyawĭkwēgera riha abakwé ibinóko.,Rejeter tous ceux qui approchent peut laisser une femme seule à la fin.,Rejecting all who approach may leave a woman alone in the end.,proverbs,,,,,,
krd_000680_proverbs,,Ijîsho riguséma n'írigúhēzagira ntákanurá kumwé.,"Un œil bénissant brille de gentillesse, tandis qu'un œil maudit lance des éclairs de malveillance.","A blessing eye shines with kindness, while a cursed eye glares with malice.",proverbs,,,,,,
krd_000681_proverbs,,Ijîsho rigēnzwá n'ákăndi rigushīma akêmo.,"Dans la poursuite de leurs objectifs, les gens peuvent vous couvrir d'éloges, même mineurs, pour gagner vos faveurs.","In the pursuit of their objectives, people may shower you with praise, no matter how minor, to gain your favor.",proverbs,,,,,,
krd_000682_proverbs,,Ijîsho ry'úwŭndi ntírigushĭmira umugeni.,Les yeux des autres ne peuvent apprécier la beauté de votre femme.,The eyes of others cannot appreciate the beauty of your wife.,proverbs,,,,,,
krd_000683_action-verbs,,Iki gikorwa kirarambira.,Ce travail est ennuyeux.,This job is boring.,action-verbs,,,,,,
krd_000684_grammar,,Iki gitabo ni rwanje,Ce livre est à moi,This book is mine,grammar,,,,,,
krd_000685_grammar,,Iki gitoke ni ic’iwanje,Ce bananier est à moi,This banana tree is mine,grammar,,,,,,
krd_000686_jokes,,"Iki gitōke n amafaranga íbihūmbi bibiri gusa bòósi, Dātá : Uwòóguha amajana atatu ntíwōyarya ??","Ceci ne coûte que deux mille francs, patron.""
Mon père : ""deux cent francs suffisent pour toi.""","These only cost two thousand francs, boss.

My dad: ""BIF two hundred is enough for you.""",jokes,,,,,,
krd_000687_vocabulary,,Iki ni igihere.,Ceci est un punaise de lit.,This is a bedbug.,vocabulary,,,,,,
krd_000688_vocabulary,,Iki ni igitabo.,Ceci est un livre.,This is a book.,vocabulary,,,,,,
krd_000689_vocabulary,,Iki ni igitunguru.,Ceci est un oignon.,This is a onion.,vocabulary,,,,,,
krd_000690_vocabulary,,Iki ni ikijumbu.,Ceci est un patate douce.,This is a sweet potato.,vocabulary,,,,,,
krd_000691_vocabulary,,Iki ni ikirahuri.,Ceci est un verre.,This is a glass.,vocabulary,,,,,,
krd_000692_action-verbs,,Ikibikamuriro kiragaragara.,La batterie est faible.,The battery is low.,action-verbs,,,,,,
krd_000693_proverbs,,Ikibwîrwa ní icŭmva icěrekwa ní ikibóna.,"Quand les sages vous donnent des conseils, écoutez et suivez.","When the wise give you advice, listen and follow.",proverbs,,,,,,
krd_000694_proverbs,,Ikigútwāye umutíma ní co kigutwăra agatwé.,Une préoccupation qui vous tient à cœur peut conduire à votre perte.,A preoccupation that holds your heart can lead to your demise.,proverbs,,,,,,
krd_000695_proverbs,,Ikimúga gisūmba imvá.,Mieux vaut un moineau vivant qu'un aigle empaillé.,Better a live sparrow than a stuffed eagle.,proverbs,,,,,,
krd_000696_proverbs,,Ikimúga gitāmba cânyôye.,Le pouvoir de l'alcool peut faire danser n'importe qui sans retenue.,The power of alcohol can make anyone dance with abandon.,proverbs,,,,,,
krd_000697_jokes,clips/sound_humour/h42.mp3,Ikinyugunyugu gitwawe n'umuyaga ngo nari bwabe umwami ntararerurwa!,"""Sans avoir déjà été porté dans une litière je n'aurais pas été un roi légitime"", comme disait le papillon emporté par le vent !","""Without having already been worn in litter I would not have been a legitimate king,"" as the butterfly carried away by the wind said!",jokes,,,,,,
krd_000698_proverbs,,Ikinyóma cûmvīse ukúri kimena urūgi.,"Quand la vérité approche, les mensonges prennent la fuite.","When truth approaches, lies make their exit.",proverbs,,,,,,
krd_000699_proverbs,,Ikinyóma cā nyéne urugó bagiha intébe kikīcaráko.,Le mensonge du chef de famille passe comme une lettre à la poste.,The lie of the head of the family passes like a letter in the mai.,proverbs,,,,,,
krd_000700_proverbs,,Ikinyóma cīca nyené co.,Un mensonge charge le menteur de conséquences.,A lie burdens the liar with consequences.,proverbs,,,,,,
krd_000701_proverbs,,Ikinyóma kimara umŭsi ntíkimará umwâka.,"Un mensonge peut voyager loin, mais la vérité finira par le rattraper.","A lie may travel far, but the truth will catch up to it eventually.",proverbs,,,,,,
krd_000702_proverbs,,Ikinyóma kirasôsa ntígihāzá.,"Les mensonges peuvent avoir un goût doux, mais la vérité est irremplaçable.","Lies may taste sweet, but truth is irreplaceable.",proverbs,,,,,,
krd_000703_proverbs,,Ikirundi gifise ikibanza ikihe uno musi,Quelle place occupe le kirundi aujourd'hui ?,What place does Kirundi occupy today?,proverbs,,,,,,
krd_000704_proverbs,,"Ikirundi kirambeshejeho, jewe n’abanje","Le Kirundi m'aides à subvenir à mes besoins,moi et ma famille .",Kirundi helps me provide for myself and my family.,proverbs,,,,,,
krd_000705_language,,Ikirundi ni ururimi ruri mu ndimi zo muri afrika bantu,Le Kirundi est l'une des langues africaines,Kirundi is one of the African languages,language,,,,,,
krd_000706_proverbs,,Ikirwa c'úmwămi ugiherūka ukícūbaka.,"Le privilège de voir le palais du roi est accordé à ceux qui le construisent, mais c'est la seule et unique fois.","The privilege to witness the king's palace is granted to those who build it, but that is the only and unique time.",proverbs,,,,,,
krd_000707_proverbs,,Ikirémēra umutwé sí co kiremêra umutíma.,À chacun son fardeau.,To each his own burden.,proverbs,,,,,,
krd_000708_proverbs,,Ikirúta ikĭndi ní ijāmbo ry'úmusâza.,La sagesse des anciens est un phare dans l'obscurité de l'ignorance.,The wisdom of the aged is a beacon in the darkness of ignorance.,proverbs,,,,,,
krd_000709_proverbs,,Ikitábuzé ní ibihŭnda mu bitōke.,L'herbe ne manque jamais dans la forêt.,Grass is never lacking in the forest.,proverbs,,,,,,
krd_000710_proverbs,,Ikitâzí cāmbarira urunega mu bakínegura.,Tenter d'impressionner l'indifférent est un effort futile.,Attempting to impress the disinterested is a futile endeavor.,proverbs,,,,,,
krd_000711_proverbs,,Ikitâzí cīgānzira agahîye.,Les ignorants pensent souvent que toutes les bénédictions leur sont réservées.,The ignorant often assume that all the blessings are reserved for them.,proverbs,,,,,,
krd_000712_proverbs,,Ikivi ní icā kare.,Mieux vaut commencer à travailler très tôt.,Better start working very early.,proverbs,,,,,,
krd_000713_jokes,clips/sound_humour/h15.mp3,Ikivumbura bagisekuye urubando mu rutwariro hanyuma naco kiravuga kiti imyaka itaha ukundi! Ako kabi jewe kuva aho nakavukiye sinari bwakabone!,"""Ah, les temps ont changé ! Jamais de ma vie je n'ai vu quelque chose de pareil."" dit le Varan après avoir été frappé avec un bâton sur le crâne !","""Ah times have changed! Never in my whole life have I seen anything like this."" said the Varan after being hit with a stick on the skull!",jokes,,,,,,
krd_000714_proverbs,,Ikiyaga Tanganyika ni kinini cane.,Le lac Tanganyika est immense.,Lake Tanganyika is immense.,proverbs,,,,,,
krd_000715_proverbs,,Ikiyaga Tanganyika ni kinini.,Le lac Tanganyika est immense.,Lake Tanganyika is immense.,proverbs,,,,,,
krd_000716_action-verbs,,Ikiyaga gitanga amahoro.,La plage est relaxante.,The beach is relaxing.,action-verbs,,,,,,
krd_000717_proverbs,,Ikiyāgo gisūmba ikivi.,Les commérages: le raccourci secret vers le succès.,Gossiping: the secret shortcut to success.,proverbs,,,,,,
krd_000718_jokes,,"Ikizôkwèéreka kó nyoko wāwe atākūnze umuhùúngu mukūndána
Ni : ""Nōné nk'ùúrya wamúkūndiye ikí ?"" Cânké : ""Nōné asūmbije ikí koròóde wó kwā máriko ?""","Le signe révélateur que ta maman n'approuve pas l'homme avec lequel tu es en relation, c'est quand elle demande :
'Honnêtement, qu'est-ce que tu aimes chez lui ?' ou 'Qu'est-ce qu'il a de spécial par rapport à Claude, le fils de Mark ?'","The telltale sign that your mom doesn't approve of the man you're in a relationship with is when she asks:
'Honestly speaking, what did you like about him?' or 'What does he have that's so special compared to Claude, Mark's son?'",jokes,,,,,,
krd_000719_proverbs,,Ikīza ntíkīzíra umwé.,"Quand une personne fait face à des problèmes, d'autres peuvent également être affectés.","When one person faces troubles, others may be affected as well.",proverbs,,,,,,
krd_000720_proverbs,,Il se leve trop.,yikangura  kare cane.,yikangura kare cane.,proverbs,,,,,,
krd_000721_grammar,,Imana abe ari yo usenga,Que ce soit Dieu que tu adores,Let it be God whom you worship,grammar,,,,,,
krd_000722_proverbs,,Imana ni nkuru,Dieu est grand,God is great,proverbs,,,,,,
krd_000723_proverbs,,Imana ni nziza,Dieu est bon,God is good,proverbs,,,,,,
krd_000724_proverbs,,Imana twizeye irahambaye,Le Dieu en qui on croit est Puissant,The God we believe in is Powerful,proverbs,,,,,,
krd_000725_grammar,,Imana yabigabiye ... ibimenye bitaribwabe,Dieu l'a déterminé... le sachant avant que cela n'arrive,God determined it ... knowing it before it ever happened,grammar,,,,,,
krd_000726_jokes,clips/sound_humour/h44.mp3,Imarankoni iraye ku giti iti iyo buca nubaka kare!,"""Quand vient la lumière du jour, je commence immédiatement à construire"", comme disait l'oiseau perché dans un arbre pour la nuit !","""When it comes to daylight, I will immediately start building"", as the bird perched in a tree for the night used to say!",jokes,,,,,,
krd_000727_jokes,clips/sound_humour/h22.mp3,Imbaragasa yimye mu gitondo hanyuma ibarira umugabo iti nunshakire ingovyi y'umwana ngira ngo mvyare!,"""Je crois que je vais accoucher ; tu veux me chercher une peau pour porter mon enfant ?"", comme disait la puce à son mari qui l'avait fécondée le matin même !","""I believe that I will give birth; do you want to look for me a skin to carry my child?"", as the flea said to her husband who had fertilized her the same morning!",jokes,,,,,,
krd_000728_proverbs,,Imbeba ikurya igúhūha.,"En savourant le succès, des défis peuvent surgir.","While savoring success, challenges may arise.",proverbs,,,,,,
krd_000729_proverbs,,Imbeba irāríye umwôro iguguna urūgi.,"Dans la maison d'un pauvre, la souris mange la porte.","In a poor man's home, the mouse eats the door.",proverbs,,,,,,
krd_000730_jokes,clips/sound_humour/h40.mp3,Imbeba isekuye umutwe kw'ishiga iti nahandi ivyaha vyama mu nzira!,"""Il y a toujours quelque chose qui gêne ici"", dit le rat après s'être cogné la tête contre une pierre dans l'âtre !","""There is always something here in the way,"" said the rat after banging his head against a stone in the hearth!",jokes,,,,,,
krd_000731_proverbs,,Imbeba ntísāzíra mu kigega.,La richesse du peuple n'est pas une possession permanente pour un leader.,The wealth of the people isn't a permanent possession for a leader.,proverbs,,,,,,
krd_000732_proverbs,,Imbere yo kuduga ku buriri mbanza gukura ibirato.,Avant de monter sur le lit j'enlève les chaussures,Before getting on the bed I take off my shoes,proverbs,,,,,,
krd_000733_jokes,clips/sound_humour/h29.mp3,"Imbwa bayiteye igishirira ku cavu iti ncanira bagenzi, impinga igendwa n'abagenzi!","""Donnez-moi de la lumière, les amis, car on ne va loin qu'avec des amis"", comme disait sur le fumier le chien à qui on avait jeté un brandon !","""Give me light, friends, because we only go far with friends"", as the dog said on manure at whom a brandon had been thrown!",jokes,,,,,,
krd_000734_action-verbs,,Imbwa irakuga cane.,Le chien aboie fort.,The dog barks loudly.,action-verbs,,,,,,
krd_000735_action-verbs,,Imbwa irakuga gose.,Le chien aboie fort.,The dog barks loudly.,action-verbs,,,,,,
krd_000736_proverbs,,Imbwá ibura sé ntíburá shêbuja.,"Un chien peut perdre son père, mais pas un maître.","A dog may lose its father, but not a master.",proverbs,,,,,,
krd_000737_proverbs,,Imbwá ifise amaguru ané igaca mū nzira imwé.,"Même si un chien a quatre pattes, il ne prend qu'une route.","Even though a dog has four legs, it takes only one road.",proverbs,,,,,,
krd_000738_proverbs,,Imbwá ikugá ntíryāná.,Celui qui aboie le plus fort est souvent le moins dangereux.,The loudest barker is often the least dangerous.,proverbs,,,,,,
krd_000739_proverbs,,Imbwá itwāwé ku rutúgu ntíhīgá.,Un chien porté ne peut pas attraper sa proie.,A carried dog cannot catch its prey.,proverbs,,,,,,
krd_000740_proverbs,,Imbwá itūbáha indăva ikeburwa n'înyágutwí.,Négliger vos responsabilités peut entraîner une punition.,Disregarding your responsibilities may result in punishment.,proverbs,,,,,,
krd_000741_proverbs,,Imbwá ntígutwěngera iba ishâka kukúrya.,"Quand tu vois un chien montrer ses dents, méfie-toi de sa morsure.","When you see a dog baring its teeth, beware of its bite.",proverbs,,,,,,
krd_000742_proverbs,,Imbwá ntísumá n'îyó isumyé ntíshikána.,"Un chien peut faire des folies, mais son appétit le ramènera toujours les mains vides.","A dog may go on a shopping spree, but its appetite will always bring it back empty-handed.",proverbs,,,,,,
krd_000743_proverbs,,Imbwá y'úmukwé ní yo mukwé.,"Voir les affaires de quelqu'un, c'est comme voir la personne elle-même.",Seeing someone's belongings is like seeing the person themselves.,proverbs,,,,,,
krd_000744_proverbs,,Imbwá y'úmusega ihīgira mu bíti vy'úrugó.,Le chien d'un simple d'esprit n'est jamais loin de chez lui.,A simpleton's dog is never far from home.,proverbs,,,,,,
krd_000745_proverbs,,Imbwá y'ûmwôro yība irwâye.,"Pendant la misère de son maître, un chien malade devient voleur.","During its owner's misery, a sick dog becomes a thief.",proverbs,,,,,,
krd_000746_proverbs,,Imbwá yahîye ku murīzo ngo buracá tuharăbe.,"Un homme insensé, face à un grave problème, procrastine plutôt que de le régler rapidement.","A foolish man, when met with a grave issue, procrastinates rather than addressing it promptly.",proverbs,,,,,,
krd_000747_proverbs,,Imbwá yarîhūse ivyāra ibihúme.,Se précipiter apporte des résultats médiocres.,Rushing brings mediocre results.,proverbs,,,,,,
krd_000748_proverbs,,Imbwá yīnwa na nyéne yó.,Celui qui possède le défi est celui qui peut le conquérir.,The one who owns the challenge is the one who can conquer it.,proverbs,,,,,,
krd_000749_proverbs,,Imbwá yīséma irya shêbuja.,Un chien insensé mord son propre maître.,A foolish dog bites its own master.,proverbs,,,,,,
krd_000750_proverbs,,Imbîtsi ya cāne ibīkira mukēbá.,"Si vous êtes trop attaché à vos possessions et refusez d'en profiter, vous pourriez finir par les perdre, peut-être même à ceux qui vous veulent du mal. Alors, ne soyez pas trop économe.","If you are too attached to possessions and refuse to enjoy them, you might end up losing them, perhaps even to those who wish you harm. So, don't be too frugal.",proverbs,,,,,,
krd_000751_proverbs,,Imbóga mbí ntízivá mū nkóno.,Le pot ne produit pas de légumes gâtés.,The pot does not produce spoiled vegetables.,proverbs,,,,,,
krd_000752_proverbs,,Imbúrabâna yūgūmbira irekwe.,Celui qui n'a pas connu l'accouchement trouve du réconfort dans le malaise des femmes enceintes.,One who has not experienced childbirth finds solace in the discomfort of pregnant women.,proverbs,,,,,,
krd_000753_proverbs,,Imbúrabúgiríre ihūnga ijāmbo.,Un homme de peu de valeur craint d'élever la voix.,A man of little worth fears to raise his voice.,proverbs,,,,,,
krd_000754_proverbs,,Imbúramaboko ibagara umushatsi.,La personne paresseuse remplit son temps de tâches inutiles.,The lazy person fills their time with pointless tasks.,proverbs,,,,,,
krd_000755_proverbs,,Imbúto itēwé ní yo imerá.,"Ce que l'on sème, on le récolte.","As you sow, so shall you reap.",proverbs,,,,,,
krd_000756_proverbs,,Imbúto nzīzá itâwe mū nyēnga icīka izĭnga.,"Le phénix renaît de ses cendres, renouvelé et plus fort.","The phoenix rises from the ashes, reborn and stronger.",proverbs,,,,,,
krd_000757_proverbs,,Imfyísi itōra mu rwāngara.,Une maison désordonnée attire les voleurs.,A disordered house attracts thieves.,proverbs,,,,,,
krd_000758_proverbs,,Imfyísi y'íwănyu ikurya ikúrūndarūnda.,"Un adversaire masqué en compagnon rassemble discrètement les outils pour votre destruction, complotant dans l'ombre.","An adversary masked as a companion discreetly compiles the tools for your destruction, plotting in the shadows.",proverbs,,,,,,
krd_000759_proverbs,,Imfúra igwa mū mfúruká.,Le champ de bataille appelle des hommes valeureux.,The field of battle calls for valuable men.,proverbs,,,,,,
krd_000760_general,,Imigambwe myinshi iremewe muri Republika y’Uburundi.,Plusieurs partis politiques sont autorisés en République du Burundi.,Several political parties are authorized in the Republic of Burundi.,general,,,,,,
krd_000761_general,,Imigisha myiza!,Bonne chance!,Good luck!,general,,,,,,
krd_000762_proverbs,,Imigére ibiri ntítēréka.,On ne peut pas monter deux chevaux à la fois.,One cannot ride two horses at the same time.,proverbs,,,,,,
krd_000763_proverbs,,Imihora ngurukanabumenyi ntiriko irakora.,Internet ne fonctionne pas.,Internet does not work.,proverbs,,,,,,
krd_000764_proverbs,,Imihwi isa n'Umuhondo.,Les bananes sont jaunes.,Bananas are yellow.,proverbs,,,,,,
krd_000765_proverbs,,Iminwe iryōha inyúrana.,La vraie humanité brille quand les gens s'entraident.,True humanity shines when people lend a helping hand to one another.,proverbs,,,,,,
krd_000766_proverbs,,Imirázi isūmba guhuma.,Mieux vaut regarder de travers que d'être complètement aveugle.,Better to look askance than to be completely blind.,proverbs,,,,,,
krd_000767_proverbs,clips/sound_proverb/prov035.mp3,Imisega ibiri ntinanirwa umugunza.,Deux chiens maigres et faibles ne peuvent manquer de vaincre un animal féroce.,Two skinny and weak dogs cannot fail to overcome a fierce animal.,proverbs,,,,,,
krd_000768_proverbs,,Imisega ibiri ntínanírwa igúfa.,La coopération conduit à de grandes réalisations.,Cooperation leads to great achievements.,proverbs,,,,,,
krd_000769_emotions,,Imisi yose aba ahimbawe.,Elle est toujours heureuse.,She is always happy.,emotions,,,,,,
krd_000770_proverbs,,Imisibo ntírerá.,Insulter un enfant n'est pas la bonne façon d'éduquer.,Insulting a child isn't the right way to educate.,proverbs,,,,,,
krd_000771_proverbs,,Imiswi itāzí agaheza yūgamika agáca.,Les jeunes agneaux tombent souvent dans la gueule du loup à cause de leur innocence.,Young lambs often fall into the mouth of the wolf because of their innocence.,proverbs,,,,,,
krd_000772_proverbs,,Imisózi iyó ikūmbúranye abató barahagwa.,"Dans les batailles des puissants, ce sont les vulnérables qui ressentent la douleur.","In the battles of the mighty, the vulnerable are the ones who feel the pain.",proverbs,,,,,,
krd_000773_proverbs,,Imitămbire y'ímpōngo ní yo migĭrīre.,La façon dont un taureau danse vous en dit long sur ses manières.,The way a bull dances tells you all about his manners.,proverbs,,,,,,
krd_000774_proverbs,,Impararo ijāna n'ûmwâka.,La mode d'aujourd'hui sera démodée demain.,The hottest trend today will be old news tomorrow.,proverbs,,,,,,
krd_000775_proverbs,clips/sound_proverb/prov009.mp3,Impene mbi ntuyizirikako iyawe.,Il est conseillé de ne pas développer de relation avec une personne au comportement douteux de peur d’être influencé négativement.,It is advised not to develop a relationship with a person of questionable behavior for fear of being negatively influenced.,proverbs,,,,,,
krd_000776_proverbs,,Impfîzi y'íntāma itēndera nka sé.,"Tel père, tel fils.","Like father, like son.",proverbs,,,,,,
krd_000777_proverbs,,Impfûvyi irīra kw'īshano.,"Face aux difficultés, l'orphelin reste résolu, comme s'il était protégé par une puissance surnaturelle.","In the face of difficulties, the orphan remains resolute, as if protected by an otherworldly power.",proverbs,,,,,,
krd_000778_proverbs,,Impfûvyi iseka rimwé.,Le sourire d'un orphelin est un trésor rare.,An orphan's smile is a rare treasure.,proverbs,,,,,,
krd_000779_grammar,,"Impuzu yanje iri hehe? Sinzi, sindayifise","Où est ton vêtement ? Je ne sais pas, je ne l'ai pas","Where iy your garment? I don’t know, I don’t have it",grammar,,,,,,
krd_000780_proverbs,,Impwemu ni nziza.,L'air est pur.,The air is pure.,proverbs,,,,,,
krd_000781_proverbs,,Impwemu ziratosoye,L'air est pur.,The air is pure.,proverbs,,,,,,
